Date,Open,High,Low,Close,Signal,Entry,StopLoss,TakeProfit,RiskReward
2023-01-21,22671.09,23375.6,22432.45,22789.37,BUY,21814.725,16662.48459,37271.446229999994,3.0
2023-01-22,22789.34,23082.82,22298.15,22714.87,NONE,,,,
2023-01-23,22714.81,23180.55,22500.01,22920.29,NONE,,,,
2023-01-24,22920.67,23165.56,22460.17,22636.17,NONE,,,,
2023-01-25,22636.19,23824.66,22326.24,23062.36,NONE,,,,
2023-01-26,23062.36,23287.38,22853.61,23010.47,NONE,,,,
2023-01-27,23011.37,23511.9,22540.76,23084.4,NONE,,,,
2023-01-28,23084.38,23196.99,22884.0,23028.95,NONE,,,,
2023-01-29,23029.56,23966.0,22974.75,23745.8,NONE,,,,
2023-01-30,23744.34,23802.99,22500.0,22836.03,NONE,,,,
2023-01-31,22836.03,23313.23,22719.68,23128.86,NONE,,,,
2023-02-01,23127.15,23813.57,22760.0,23735.97,NONE,,,,
2023-02-02,23735.97,24262.18,23367.87,23493.84,NONE,,,,
2023-02-03,23497.29,23720.0,23208.01,23433.54,NONE,,,,
2023-02-04,23433.47,23589.67,23257.71,23328.87,NONE,,,,
2023-02-05,23329.47,23433.2,22758.01,22936.34,NONE,,,,
2023-02-06,22936.34,23163.05,22637.51,22764.07,NONE,,,,
2023-02-07,22763.42,23348.73,22748.11,23244.67,NONE,,,,
2023-02-08,23244.64,23451.01,22669.09,22964.38,NONE,,,,
2023-02-09,22963.91,23011.18,21700.0,21800.63,NONE,,,,
2023-02-10,21800.62,21942.41,21467.43,21628.97,SELL,22305.75,23462.735504999997,18834.79348500001,3.0
2023-02-11,21628.97,21904.0,21605.35,21863.73,NONE,,,,
2023-02-12,21863.73,22091.88,21631.0,21789.8,NONE,,,,
2023-02-13,21789.79,21903.03,21366.45,21789.14,NONE,,,,
2023-02-14,21789.0,22331.76,21545.67,22206.27,NONE,,,,
2023-02-15,22206.26,24386.5,22054.17,24329.04,NONE,,,,
2023-02-16,24326.95,25256.83,23510.73,23516.15,NONE,,,,
2023-02-17,23516.95,25025.0,23344.12,24577.6,NONE,,,,
2023-02-18,24577.6,24879.33,24407.67,24636.23,NONE,,,,
2023-02-19,24635.85,25200.0,24192.7,24281.31,NONE,,,,
2023-02-20,24278.81,25128.11,23841.08,24844.97,NONE,,,,
2023-02-21,24844.21,25288.88,24153.96,24454.43,NONE,,,,
2023-02-22,24454.08,24480.0,23581.64,24184.44,NONE,,,,
2023-02-23,24184.9,24600.95,23612.59,23943.32,NONE,,,,
2023-02-24,23943.32,24132.67,22520.0,23186.88,NONE,,,,
2023-02-25,23186.88,23220.56,22716.47,23159.71,SELL,23416.575,24144.736334999998,21232.09099500001,3.0
2023-02-26,23159.71,23689.77,23052.78,23556.83,NONE,,,,
2023-02-27,23556.83,23895.51,23109.06,23489.52,NONE,,,,
2023-02-28,23490.01,23597.98,23027.24,23145.32,NONE,,,,
2023-03-01,23144.37,23999.99,23025.17,23631.52,NONE,,,,
2023-03-02,23632.12,23798.62,23196.09,23468.24,NONE,,,,
2023-03-03,23468.79,23477.28,21988.02,22358.18,NONE,,,,
2023-03-04,22358.18,22409.82,22150.71,22350.95,SELL,22802.955,24144.736334999998,18777.610995000014,3.0
2023-03-05,22349.74,22654.64,22195.13,22432.69,NONE,,,,
2023-03-06,22431.99,22599.99,22264.73,22410.31,NONE,,,,
2023-03-07,22410.13,22557.03,21932.74,22198.48,NONE,,,,
2023-03-08,22198.09,22281.55,21580.84,21698.37,NONE,,,,
2023-03-09,21699.41,21825.53,20050.0,20367.01,NONE,,,,
2023-03-10,20366.97,20369.78,19568.52,20230.08,SELL,20975.309999999998,24144.736334999998,11467.030994999997,3.0
2023-03-11,20230.07,20964.5,19900.5,20620.54,NONE,,,,
2023-03-12,20619.34,22276.69,20446.24,22219.08,NONE,,,,
2023-03-13,22216.02,24710.0,21882.63,24220.0,NONE,,,,
2023-03-14,24220.0,26553.9,24052.0,24762.65,NONE,,,,
2023-03-15,24761.61,25300.0,23931.01,24377.16,NONE,,,,
2023-03-16,24377.16,25235.28,24207.54,25051.85,NONE,,,,
2023-03-17,25052.11,27834.54,24946.86,27453.62,NONE,,,,
2023-03-18,27453.75,27780.0,26652.45,26980.35,BUY,25943.864999999998,21871.688685,38160.39394499999,3.0
2023-03-19,26980.35,28478.0,26904.0,28054.46,NONE,,,,
2023-03-20,28058.15,28578.63,27218.36,27823.32,NONE,,,,
2023-03-21,27822.85,28605.32,27414.77,28207.33,NONE,,,,
2023-03-22,28201.22,28937.73,26678.16,27325.15,NONE,,,,
2023-03-23,27324.05,28839.68,27189.19,28352.94,NONE,,,,
2023-03-24,28352.95,28433.34,27027.88,27489.24,NONE,,,,
2023-03-25,27489.24,27818.67,27184.78,27488.18,NONE,,,,
2023-03-26,27489.56,28230.32,27445.04,27992.9,NONE,,,,
2023-03-27,27995.27,28053.26,26525.0,27142.87,NONE,,,,
2023-03-28,27142.85,27519.99,26640.0,27274.15,NONE,,,,
2023-03-29,27274.18,28654.06,27255.42,28359.54,NONE,,,,
2023-03-30,28359.54,29190.04,27693.7,28035.48,BUY,27606.845,26626.68,30547.340000000004,3.0
2023-03-31,28034.88,28650.2,27512.97,28474.4,NONE,,,,
2023-04-01,28475.41,28826.45,28223.76,28471.46,NONE,,,,
2023-04-02,28471.03,28544.21,27862.69,28188.34,NONE,,,,
2023-04-03,28188.34,28525.0,27227.61,27811.77,NONE,,,,
2023-04-04,27809.55,28450.0,27670.24,28179.64,NONE,,,,
2023-04-05,28178.66,28799.99,27817.32,28175.37,NONE,,,,
2023-04-06,28175.27,28199.11,27716.77,28053.46,NONE,,,,
2023-04-07,28052.74,28120.71,27790.21,27931.94,NONE,,,,
2023-04-08,27930.12,28175.89,27881.01,27958.81,NONE,,,,
2023-04-09,27958.19,28547.67,27814.0,28340.99,NONE,,,,
2023-04-10,28342.28,29794.47,28162.49,29660.41,NONE,,,,
2023-04-11,29657.7,30584.58,29612.3,30227.19,NONE,,,,
2023-04-12,30227.18,30517.0,29675.0,29912.2,NONE,,,,
2023-04-13,29912.2,30627.05,29878.08,30406.78,NONE,,,,
2023-04-14,30410.03,31050.0,30000.0,30492.92,NONE,,,,
2023-04-15,30492.91,30622.38,30231.76,30324.11,NONE,,,,
2023-04-16,30325.07,30572.1,30148.28,30326.09,NONE,,,,
2023-04-17,30321.41,30340.21,29251.71,29449.91,NONE,,,,
2023-04-18,29449.91,30500.0,29103.89,30393.4,NONE,,,,
2023-04-19,30394.5,30430.72,28595.28,28809.72,NONE,,,,
2023-04-20,28809.71,29102.69,27991.32,28248.18,NONE,,,,
2023-04-21,28248.18,28371.88,27133.0,27253.85,NONE,,,,
2023-04-22,27252.96,27887.78,27133.0,27821.41,NONE,,,,
2023-04-23,27820.99,27820.99,27333.2,27592.98,NONE,,,,
2023-04-24,27592.7,28000.0,26965.14,27515.05,NONE,,,,
2023-04-25,27513.85,28400.0,27194.51,28304.42,NONE,,,,
2023-04-26,28304.42,30050.66,27230.77,28426.08,NONE,,,,
2023-04-27,28428.86,29900.0,28387.07,29483.72,NONE,,,,
2023-04-28,29486.97,29606.45,28900.0,29338.63,NONE,,,,
2023-04-29,29339.47,29470.0,29057.3,29249.35,NONE,,,,
2023-04-30,29249.24,29969.99,29095.92,29247.14,NONE,,,,
2023-05-01,29240.49,29348.6,27664.31,28077.27,NONE,,,,
2023-05-02,28077.44,28899.99,27871.44,28684.4,NONE,,,,
2023-05-03,28683.41,29276.12,28122.0,29038.75,NONE,,,,
2023-05-04,29039.36,29383.5,28674.58,28857.23,NONE,,,,
2023-05-05,28857.88,29706.57,28810.0,29536.76,NONE,,,,
2023-05-06,29538.87,29850.0,28394.0,28902.66,NONE,,,,
2023-05-07,28901.3,29189.71,28429.12,28474.53,NONE,,,,
2023-05-08,28472.68,28676.38,27279.66,27695.06,NONE,,,,
2023-05-09,27693.24,27833.64,27367.01,27647.29,SELL,28131.379999999997,28914.439995,25782.200014999988,3.0
2023-05-10,27647.29,28334.75,26800.0,27624.01,NONE,,,,
2023-05-11,27621.5,27649.85,26702.0,26986.56,NONE,,,,
2023-05-12,26986.79,27099.21,25810.0,26808.84,NONE,,,,
2023-05-13,26808.8,27060.24,26700.0,26789.48,NONE,,,,
2023-05-14,26786.99,27221.51,26581.52,26929.98,NONE,,,,
2023-05-15,26929.98,27678.73,26740.95,27171.13,NONE,,,,
2023-05-16,27165.26,27302.99,26860.12,27037.68,NONE,,,,
2023-05-17,27037.72,27516.58,26543.87,27407.77,NONE,,,,
2023-05-18,27407.76,27487.71,26361.52,26820.49,NONE,,,,
2023-05-19,26819.64,27190.35,26632.73,26890.27,NONE,,,,
2023-05-20,26890.27,27178.99,26836.21,27113.61,NONE,,,,
2023-05-21,27113.97,27288.02,26667.63,26752.65,NONE,,,,
2023-05-22,26751.0,27105.63,26536.99,26854.73,NONE,,,,
2023-05-23,26854.09,27500.0,26803.46,27223.22,NONE,,,,
2023-05-24,27222.86,27225.0,26070.04,26321.4,NONE,,,,
2023-05-25,26321.42,26625.93,25864.35,26479.06,SELL,26714.695,28914.439995,20115.460014999997,3.0
2023-05-26,26479.15,26950.0,26334.33,26714.86,NONE,,,,
2023-05-27,26711.56,26943.6,26559.96,26867.99,NONE,,,,
2023-05-28,26870.13,28277.56,26780.11,28070.04,NONE,,,,
2023-05-29,28070.04,28473.93,27534.81,27744.82,NONE,,,,
2023-05-30,27744.81,28057.23,27555.0,27700.15,NONE,,,,
2023-05-31,27700.68,27844.89,26842.94,27223.08,NONE,,,,
2023-06-01,27221.54,27360.31,26615.0,26828.42,NONE,,,,
2023-06-02,26827.73,27307.44,26508.0,27250.69,NONE,,,,
2023-06-03,27252.67,27341.13,26923.35,27077.6,NONE,,,,
2023-06-04,27078.27,27466.83,26958.98,27122.04,NONE,,,,
2023-06-05,27122.03,27137.75,25391.43,25741.5,NONE,,,,
2023-06-06,25741.5,27368.67,25351.92,27243.63,NONE,,,,
2023-06-07,27243.45,27402.79,26121.06,26346.41,NONE,,,,
2023-06-08,26347.09,26820.3,26212.63,26508.32,NONE,,,,
2023-06-09,26505.71,26780.4,26283.5,26482.81,NONE,,,,
2023-06-10,26482.8,26534.95,25385.52,25856.1,NONE,,,,
2023-06-11,25856.1,26219.1,25648.0,25937.02,NONE,,,,
2023-06-12,25936.98,26108.64,25616.98,25905.82,NONE,,,,
2023-06-13,25905.99,26435.81,25710.78,25930.23,NONE,,,,
2023-06-14,25929.35,26090.0,24821.0,25123.34,NONE,,,,
2023-06-15,25123.41,25749.99,24750.0,25569.99,NONE,,,,
2023-06-16,25569.99,26486.56,25143.24,26329.6,NONE,,,,
2023-06-17,26329.6,26783.2,26165.98,26506.56,BUY,25957.985,25130.668380000003,28439.934859999994,3.0
2023-06-18,26507.97,26693.11,26245.27,26336.46,NONE,,,,
2023-06-19,26336.46,27040.64,26250.0,26837.78,NONE,,,,
2023-06-20,26839.04,28417.11,26637.41,28320.43,NONE,,,,
2023-06-21,28320.41,30800.0,28271.67,29995.08,NONE,,,,
2023-06-22,29999.85,30513.25,29539.57,29886.31,NONE,,,,
2023-06-23,29886.25,31443.67,29802.65,30707.61,NONE,,,,
2023-06-24,30709.59,30815.92,30265.88,30547.18,NONE,,,,
2023-06-25,30547.3,31057.86,30288.33,30480.24,NONE,,,,
2023-06-26,30480.24,30662.66,29900.0,30272.18,NONE,,,,
2023-06-27,30272.24,31020.54,30228.44,30697.38,NONE,,,,
2023-06-28,30696.06,30716.93,29840.0,30074.94,NONE,,,,
2023-06-29,30074.93,30838.0,30036.18,30446.47,NONE,,,,
2023-06-30,30445.67,31277.0,29417.14,30466.72,NONE,,,,
2023-07-01,30466.73,30659.33,30312.8,30587.21,NONE,,,,
2023-07-02,30587.22,30791.75,30165.39,30613.51,NONE,,,,
2023-07-03,30613.57,31399.08,30569.0,31161.8,NONE,,,,
2023-07-04,31162.71,31333.0,30628.3,30771.25,NONE,,,,
2023-07-05,30772.93,30882.95,30189.56,30499.27,NONE,,,,
2023-07-06,30499.27,31525.1,29850.0,29899.38,NONE,,,,
2023-07-07,29895.6,30456.0,29715.87,30352.08,NONE,,,,
2023-07-08,30350.35,30388.91,30047.78,30291.69,NONE,,,,
2023-07-09,30291.69,30451.78,30066.95,30168.38,NONE,,,,
2023-07-10,30168.26,31055.75,29955.0,30419.89,NONE,,,,
2023-07-11,30419.89,30811.65,30304.45,30626.55,NONE,,,,
2023-07-12,30624.65,31000.0,30200.0,30381.81,NONE,,,,
2023-07-13,30383.26,31862.21,30250.73,31471.83,NONE,,,,
2023-07-14,31471.83,31645.66,29920.31,30330.52,NONE,,,,
2023-07-15,30330.93,30406.27,30254.67,30301.65,NONE,,,,
2023-07-16,30302.01,30457.03,30075.93,30247.64,NONE,,,,
2023-07-17,30247.56,30345.45,29668.58,30143.08,NONE,,,,
2023-07-18,30143.08,30249.3,29525.0,29861.93,NONE,,,,
2023-07-19,29861.92,30196.24,29757.44,29916.72,NONE,,,,
2023-07-20,29916.69,30421.29,29564.19,29809.13,NONE,,,,
2023-07-21,29809.13,30060.28,29729.48,29907.98,NONE,,,,
2023-07-22,29907.15,30002.38,29626.86,29795.03,NONE,,,,
2023-07-23,29793.62,30350.7,29733.55,30081.61,NONE,,,,
2023-07-24,30081.61,30099.99,28850.0,29176.98,NONE,,,,
2023-07-25,29176.98,29376.51,29046.0,29225.14,SELL,29555.03,31661.482829999997,23235.671510000004,3.0
2023-07-26,29225.11,29686.41,29089.54,29353.23,NONE,,,,
2023-07-27,29350.88,29571.42,29075.0,29214.92,NONE,,,,
2023-07-28,29214.93,29532.45,29115.32,29316.15,NONE,,,,
2023-07-29,29316.05,29411.09,29253.44,29355.71,NONE,,,,
2023-07-30,29356.65,29450.0,29033.0,29281.39,NONE,,,,
2023-07-31,29280.41,29526.99,29102.65,29230.67,NONE,,,,
2023-08-01,29230.61,29726.73,28477.0,29697.27,NONE,,,,
2023-08-02,29699.25,30033.0,28903.79,29164.22,NONE,,,,
2023-08-03,29163.87,29399.97,28938.93,29174.18,NONE,,,,
2023-08-04,29174.84,29312.28,28747.1,29076.48,NONE,,,,
2023-08-05,29077.04,29111.87,28946.17,29047.12,NONE,,,,
2023-08-06,29047.33,29163.24,28955.0,29040.01,NONE,,,,
2023-08-07,29040.01,29246.0,28660.53,29179.21,NONE,,,,
2023-08-08,29179.28,30222.0,29104.65,29770.01,NONE,,,,
2023-08-09,29770.01,30128.88,29344.16,29562.76,NONE,,,,
2023-08-10,29562.76,29709.38,29306.0,29424.03,NONE,,,,
2023-08-11,29424.04,29534.14,29213.59,29400.45,NONE,,,,
2023-08-12,29400.45,29477.31,29349.98,29416.96,NONE,,,,
2023-08-13,29417.19,29447.6,29247.15,29275.94,NONE,,,,
2023-08-14,29275.78,29665.27,29072.96,29405.49,NONE,,,,
2023-08-15,29405.49,29464.62,29046.58,29170.14,NONE,,,,
2023-08-16,29170.13,29231.92,28690.37,28700.51,NONE,,,,
2023-08-17,28700.51,28751.84,25234.76,26627.57,NONE,,,,
2023-08-18,26627.21,26834.37,25610.0,26048.89,NONE,,,,
2023-08-19,26048.9,26269.11,25793.11,26096.42,NONE,,,,
2023-08-20,26096.4,26296.78,25975.01,26189.14,NONE,,,,
2023-08-21,26189.36,26260.25,25814.0,26125.18,NONE,,,,
2023-08-22,26125.16,26137.99,25350.0,26042.11,NONE,,,,
2023-08-23,26041.94,26818.28,25796.47,26427.54,NONE,,,,
2023-08-24,26427.73,26567.38,25850.0,26163.49,NONE,,,,
2023-08-25,26163.49,26294.53,25750.0,26049.39,NONE,,,,
2023-08-26,26049.4,26115.44,25971.44,26009.61,NONE,,,,
2023-08-27,26009.62,26171.87,25961.81,26091.16,NONE,,,,
2023-08-28,26091.16,26232.88,25850.0,26101.04,NONE,,,,
2023-08-29,26101.03,28184.89,25903.18,27717.98,NONE,,,,
2023-08-30,27717.15,27775.0,27015.75,27306.06,NONE,,,,
2023-08-31,27306.06,27576.99,25660.61,25932.45,NONE,,,,
2023-09-01,25931.51,26142.28,25307.37,25794.88,NONE,,,,
2023-09-02,25795.61,25982.48,25707.3,25867.83,NONE,,,,
2023-09-03,25867.82,26123.0,25792.29,25969.83,NONE,,,,
2023-09-04,25969.83,26093.07,25627.0,25816.13,NONE,,,,
2023-09-05,25816.14,25884.04,25551.36,25783.91,NONE,,,,
2023-09-06,25782.49,26025.78,25358.0,25747.63,NONE,,,,
2023-09-07,25747.63,26440.55,25595.8,26276.3,NONE,,,,
2023-09-08,26276.38,26460.41,25640.1,25906.34,NONE,,,,
2023-09-09,25906.33,25942.69,25791.45,25897.82,NONE,,,,
2023-09-10,25897.82,26023.89,25578.01,25831.76,NONE,,,,
2023-09-11,25831.77,25891.6,24900.0,25152.14,NONE,,,,
2023-09-12,25152.13,26556.91,25120.76,25840.61,NONE,,,,
2023-09-13,25839.95,26413.59,25763.43,26226.65,NONE,,,,
2023-09-14,26227.16,26869.06,26128.25,26532.76,NONE,,,,
2023-09-15,26532.5,26892.65,26213.96,26602.42,NONE,,,,
2023-09-16,26601.71,26777.0,26453.32,26569.69,NONE,,,,
2023-09-17,26569.69,26626.49,26405.04,26530.95,NONE,,,,
2023-09-18,26530.96,27427.34,26382.13,26764.49,NONE,,,,
2023-09-19,26764.03,27500.0,26666.93,27216.13,BUY,26646.71,25294.716315,30702.691054999992,3.0
2023-09-20,27216.52,27393.78,26798.98,27123.94,NONE,,,,
2023-09-21,27122.65,27163.48,26359.7,26564.54,NONE,,,,
2023-09-22,26564.54,26742.86,26467.94,26578.4,NONE,,,,
2023-09-23,26578.4,26638.58,26513.0,26579.6,NONE,,,,
2023-09-24,26579.59,26731.1,26118.86,26250.24,NONE,,,,
2023-09-25,26248.17,26444.95,25983.78,26296.08,SELL,26478.975,27441.053669999998,23592.73899,3.0
2023-09-26,26296.07,26397.59,26080.0,26208.44,NONE,,,,
2023-09-27,26208.43,26830.0,26088.37,26357.62,NONE,,,,
2023-09-28,26357.56,27313.86,26321.37,27027.14,NONE,,,,
2023-09-29,27027.44,27238.9,26661.71,26907.0,NONE,,,,
2023-09-30,26905.57,27097.25,26884.86,26961.0,NONE,,,,
2023-10-01,26961.0,28062.62,26955.25,27995.46,NONE,,,,
2023-10-02,27995.46,28613.37,27302.3,27504.04,NONE,,,,
2023-10-03,27504.03,27672.12,27160.47,27428.96,NONE,,,,
2023-10-04,27428.96,27842.38,27208.65,27786.75,NONE,,,,
2023-10-05,27786.12,28140.0,27358.05,27412.96,NONE,,,,
2023-10-06,27413.15,28288.88,27173.41,27945.17,NONE,,,,
2023-10-07,27945.17,28040.84,27861.2,27976.43,NONE,,,,
2023-10-08,27976.44,28109.94,27708.6,27933.55,NONE,,,,
2023-10-09,27933.54,28003.7,27268.63,27596.67,NONE,,,,
2023-10-10,27596.67,27739.94,27291.81,27393.29,NONE,,,,
2023-10-11,27393.28,27478.61,26521.32,26869.19,NONE,,,,
2023-10-12,26867.97,26939.55,26537.72,26750.51,NONE,,,,
2023-10-13,26752.06,27122.24,26662.62,26863.53,NONE,,,,
2023-10-14,26863.54,26988.12,26797.0,26851.71,NONE,,,,
2023-10-15,26851.71,27301.37,26806.06,27186.13,NONE,,,,
2023-10-16,27186.13,30000.0,27135.92,28520.24,NONE,,,,
2023-10-17,28520.24,28637.21,28083.19,28408.83,NONE,,,,
2023-10-18,28408.51,28999.98,28151.6,28326.51,NONE,,,,
2023-10-19,28326.24,28938.96,28122.57,28735.34,NONE,,,,
2023-10-20,28734.51,30248.0,28591.85,29684.73,NONE,,,,
2023-10-21,29684.73,30369.0,29475.06,29924.84,NONE,,,,
2023-10-22,29925.91,30275.0,29670.0,30004.15,NONE,,,,
2023-10-23,30004.14,35000.0,29890.89,33087.58,NONE,,,,
2023-10-24,33079.72,35157.23,32851.45,33922.52,NONE,,,,
2023-10-25,33921.66,35144.0,33690.91,34506.35,NONE,,,,
2023-10-26,34504.33,34843.04,33735.86,34154.71,NONE,,,,
2023-10-27,34153.35,34249.99,33400.0,33906.09,NONE,,,,
2023-10-28,33905.96,34500.0,33867.38,34085.42,NONE,,,,
2023-10-29,34085.42,34763.0,33937.31,34534.48,NONE,,,,
2023-10-30,34534.48,34871.0,34077.9,34493.79,NONE,,,,
2023-10-31,34493.51,34732.18,34038.79,34656.4,NONE,,,,
2023-11-01,34656.38,35647.19,34079.46,35440.1,NONE,,,,
2023-11-02,35440.1,35997.8,34311.73,34950.0,NONE,,,,
2023-11-03,34947.92,34954.6,34100.0,34731.27,NONE,,,,
2023-11-04,34730.32,35278.4,34599.85,35087.01,NONE,,,,
2023-11-05,35087.43,35410.0,34500.0,35035.42,NONE,,,,
2023-11-06,35035.79,35294.12,34753.66,35059.46,NONE,,,,
2023-11-07,35059.46,35963.0,34530.67,35416.28,NONE,,,,
2023-11-08,35416.63,36113.59,35103.14,35639.13,NONE,,,,
2023-11-09,35639.13,37999.0,35555.16,36706.59,NONE,,,,
2023-11-10,36704.01,37548.8,36334.46,37324.83,NONE,,,,
2023-11-11,37324.84,37424.03,36701.5,37139.12,NONE,,,,
2023-11-12,37139.94,37247.0,36740.9,37086.03,NONE,,,,
2023-11-13,37086.5,37442.48,36351.0,36475.67,NONE,,,,
2023-11-14,36475.68,36756.16,34758.64,35554.09,NONE,,,,
2023-11-15,35554.1,37987.0,35358.45,37885.35,NONE,,,,
2023-11-16,37885.35,37958.75,35511.11,36161.15,NONE,,,,
2023-11-17,36161.15,36831.99,35869.0,36630.38,NONE,,,,
2023-11-18,36631.56,36857.15,36205.89,36594.89,NONE,,,,
2023-11-19,36596.14,37546.62,36404.52,37391.19,NONE,,,,
2023-11-20,37389.06,37784.07,36720.0,37475.64,NONE,,,,
2023-11-21,37472.76,37675.77,35744.9,35751.89,NONE,,,,
2023-11-22,35755.33,37875.0,35633.0,37424.31,NONE,,,,
2023-11-23,37424.31,37653.67,36888.0,37304.05,NONE,,,,
2023-11-24,37304.04,38454.0,37257.56,37745.84,NONE,,,,
2023-11-25,37746.29,37920.27,37615.91,37805.99,NONE,,,,
2023-11-26,37806.84,37842.17,37156.72,37462.79,NONE,,,,
2023-11-27,37462.01,37578.42,36715.1,37241.63,NONE,,,,
2023-11-28,37241.64,38425.96,36873.55,37838.26,NONE,,,,
2023-11-29,37838.26,38480.0,37581.93,37863.84,NONE,,,,
2023-11-30,37864.79,38152.18,37500.0,37732.27,NONE,,,,
2023-12-01,37732.27,39000.0,37618.25,38703.54,NONE,,,,
2023-12-02,38706.55,39740.0,38660.03,39478.95,NONE,,,,
2023-12-03,39467.42,40221.22,39293.02,39984.81,NONE,,,,
2023-12-04,39984.81,42410.46,39983.6,41987.24,NONE,,,,
2023-12-05,41985.53,45000.0,41384.03,44084.39,NONE,,,,
2023-12-06,44086.33,44290.37,43369.0,43764.05,NONE,,,,
2023-12-07,43766.41,44057.23,42846.53,43280.95,NONE,,,,
2023-12-08,43281.11,44754.99,43087.17,44192.87,NONE,,,,
2023-12-09,44192.86,44384.68,43586.14,43723.25,NONE,,,,
2023-12-10,43722.84,44049.51,43562.06,43793.68,NONE,,,,
2023-12-11,43793.67,43811.81,40150.0,41229.61,NONE,,,,
2023-12-12,41229.61,42088.56,40636.51,41477.39,NONE,,,,
2023-12-13,41477.6,43475.0,40553.15,42885.54,NONE,,,,
2023-12-14,42887.39,43442.15,41426.76,43027.77,NONE,,,,
2023-12-15,43027.77,43095.71,41640.51,41933.89,NONE,,,,
2023-12-16,41934.84,42680.2,41626.66,42237.29,NONE,,,,
2023-12-17,42235.23,42367.82,41222.0,41349.59,NONE,,,,
2023-12-18,41349.59,42754.79,40508.01,42650.01,NONE,,,,
2023-12-19,42650.01,43461.86,41780.0,42266.22,NONE,,,,
2023-12-20,42266.25,44324.86,42184.48,43674.77,NONE,,,,
2023-12-21,43673.11,44250.0,43295.78,43875.32,NONE,,,,
2023-12-22,43875.56,44424.36,43412.82,44013.73,NONE,,,,
2023-12-23,44013.65,44033.84,43333.35,43726.35,NONE,,,,
2023-12-24,43728.36,43985.67,42614.17,43025.03,NONE,,,,
2023-12-25,43025.02,43818.29,42755.35,43589.67,NONE,,,,
2023-12-26,43589.67,43605.0,41600.67,42515.53,NONE,,,,
2023-12-27,42521.21,43709.98,42111.47,43474.4,NONE,,,,
2023-12-28,43469.06,43830.34,42265.08,42581.23,NONE,,,,
2023-12-29,42581.23,43137.1,41300.0,42063.45,NONE,,,,
2023-12-30,42064.22,42593.73,41518.19,42141.03,NONE,,,,
2023-12-31,42139.32,42850.0,41964.68,42288.06,NONE,,,,
2024-01-01,42288.58,44240.8,42175.65,44220.78,NONE,,,,
2024-01-02,44220.78,45925.82,44195.13,44972.8,NONE,,,,
2024-01-03,44972.81,45519.32,40625.68,42862.44,NONE,,,,
2024-01-04,42860.58,44800.0,42650.0,44193.29,NONE,,,,
2024-01-05,44198.35,44443.37,42450.0,44186.59,NONE,,,,
2024-01-06,44187.76,44260.95,43436.5,43992.44,NONE,,,,
2024-01-07,43992.79,44510.01,43629.7,43950.28,NONE,,,,
2024-01-08,43954.52,47330.0,43200.44,46995.1,NONE,,,,
2024-01-09,46995.09,47901.0,44701.54,46124.08,NONE,,,,
2024-01-10,46120.79,47732.5,44320.01,46666.11,NONE,,,,
2024-01-11,46678.54,49102.29,45555.55,46342.66,NONE,,,,
2024-01-12,46344.96,46522.2,41444.97,42773.03,NONE,,,,
2024-01-13,42775.1,43250.0,42427.0,42839.33,NONE,,,,
2024-01-14,42839.32,43064.13,41680.73,41697.33,NONE,,,,
2024-01-15,41698.13,43331.91,41680.0,42490.16,NONE,,,,
2024-01-16,42481.69,43569.23,42028.02,43130.45,NONE,,,,
2024-01-17,43130.35,43185.47,42160.0,42739.49,NONE,,,,
2024-01-18,42737.68,42877.22,40600.05,41293.5,NONE,,,,
2024-01-19,41290.57,42159.52,40236.49,41624.07,NONE,,,,
2024-01-20,41623.94,41846.15,41418.55,41666.67,NONE,,,,
2024-01-21,41666.67,41858.59,41472.49,41554.05,NONE,,,,
2024-01-22,41553.92,41658.0,39372.44,39524.27,NONE,,,,
2024-01-23,39524.27,40144.49,38501.0,39878.3,SELL,40808.49,44532.265005,29637.16498499999,3.0
2024-01-24,39878.28,40527.26,39382.15,40077.78,NONE,,,,
2024-01-25,40079.87,40282.87,39503.0,39941.66,NONE,,,,
2024-01-26,39941.66,42243.14,39805.95,41814.8,NONE,,,,
2024-01-27,41814.96,42199.99,41383.94,42126.55,NONE,,,,
2024-01-28,42126.55,42839.07,41617.53,42034.59,NONE,,,,
2024-01-29,42034.57,43326.77,41787.35,43306.18,NONE,,,,
2024-01-30,43303.3,43872.99,42680.2,42942.78,NONE,,,,
2024-01-31,42937.72,43741.94,42265.77,42548.08,NONE,,,,
2024-02-01,42545.47,43276.19,41846.04,43078.81,NONE,,,,
2024-02-02,43080.38,43700.0,42527.58,43181.66,NONE,,,,
2024-02-03,43183.62,43358.13,42863.58,43010.67,NONE,,,,
2024-02-04,43007.82,43100.0,42228.01,42568.55,NONE,,,,
2024-02-05,42571.91,43520.0,42235.0,42657.67,NONE,,,,
2024-02-06,42658.3,43372.79,42516.07,43095.79,NONE,,,,
2024-02-07,43097.16,44430.0,42760.44,44343.61,NONE,,,,
2024-02-08,44345.94,45637.38,44335.0,45305.2,BUY,43853.895000000004,41363.24803,51325.83591000001,3.0
2024-02-09,45304.83,48230.02,45252.93,47160.41,NONE,,,,
2024-02-10,47157.01,48179.43,46889.53,47767.06,NONE,,,,
2024-02-11,47767.06,48614.0,47590.3,48316.3,NONE,,,,
2024-02-12,48321.14,50363.42,47715.67,49941.81,NONE,,,,
2024-02-13,49941.95,50423.42,48327.81,49725.36,NONE,,,,
2024-02-14,49724.55,52111.0,49253.92,51858.59,NONE,,,,
