timestamp,open,high,low,close,volume
2024-06-12 00:00:00+00:00,67316.52,70032.0,66883.32,68248.6,34497940694.0
2024-06-13 00:00:00+00:00,68248.59,68474.49,66200.0,66738.85,28955204146.0
2024-06-14 00:00:00+00:00,66746.46,67322.72,65005.0,66004.39,27403884779.0
2024-06-15 00:00:00+00:00,66004.36,66428.57,65800.86,66192.0,14121265576.0
2024-06-16 00:00:00+00:00,66192.0,66931.18,65999.0,66628.75,13281140541.0
2024-06-17 00:00:00+00:00,66629.38,67274.96,65050.0,66481.81,30006354476.0
2024-06-18 00:00:00+00:00,66481.81,66574.33,64010.01,65152.8,39481285950.0
2024-06-19 00:00:00+00:00,65150.9,65709.26,64635.48,64943.79,21103423504.0
2024-06-20 00:00:00+00:00,64945.67,66455.52,64500.0,64840.88,25641109124.0
2024-06-21 00:00:00+00:00,64840.89,65017.1,63300.93,64120.28,26188171739.0
2024-06-22 00:00:00+00:00,64120.28,64523.91,63910.01,64235.01,9858198793.0
2024-06-23 00:00:00+00:00,64235.0,64499.95,63125.75,63171.43,11170471802.0
2024-06-24 00:00:00+00:00,63169.36,63343.91,58414.28,60263.0,43152133651.0
2024-06-25 00:00:00+00:00,60262.16,62400.0,60217.36,61789.71,29201215431.0
2024-06-26 00:00:00+00:00,61794.47,62470.0,60656.8,60816.68,22506003064.0
2024-06-27 00:00:00+00:00,60818.86,62346.16,60546.94,61615.39,21231745045.0
2024-06-28 00:00:00+00:00,61611.43,62170.62,59868.0,60313.35,24952866877.0
2024-06-29 00:00:00+00:00,60312.36,61122.66,60273.8,60885.67,12652903396.0
2024-06-30 00:00:00+00:00,60884.44,62942.67,60611.01,62668.26,17333226409.0
2024-07-01 00:00:00+00:00,62669.14,63801.26,62448.46,62830.13,25468379421.0
2024-07-02 00:00:00+00:00,62830.94,63223.57,61000.0,62040.22,20151616992.0
2024-07-03 00:00:00+00:00,62039.44,62197.01,59332.76,60145.01,29756701685.0
2024-07-04 00:00:00+00:00,60145.01,60429.27,56709.73,57042.14,41149609230.0
2024-07-05 00:00:00+00:00,57036.45,57515.6,53499.9,56639.43,55417544033.0
2024-07-06 00:00:00+00:00,56634.53,58481.97,56020.32,58244.75,20610320577.0
2024-07-07 00:00:00+00:00,58240.36,58448.89,55717.23,55854.09,20553359505.0
2024-07-08 00:00:00+00:00,55852.61,58200.0,54278.93,56699.43,39766159899.0
2024-07-09 00:00:00+00:00,56701.18,58295.31,56276.37,58047.86,27849512607.0
2024-07-10 00:00:00+00:00,58047.86,59481.93,57157.28,57712.59,26175260526.0
2024-07-11 00:00:00+00:00,57713.4,59533.06,57036.41,57340.77,28707803842.0
2024-07-12 00:00:00+00:00,57343.66,58550.0,56538.33,57909.03,25604805221.0
2024-07-13 00:00:00+00:00,57908.61,59875.0,57770.92,59224.58,17080061806.0
2024-07-14 00:00:00+00:00,59224.58,61428.67,59209.2,60808.42,22223416061.0
2024-07-15 00:00:00+00:00,60804.97,64943.61,60666.59,64757.16,38094526099.0
2024-07-16 00:00:00+00:00,64757.16,65405.89,62410.33,65088.99,41617346768.0
2024-07-17 00:00:00+00:00,65086.55,66139.0,63853.99,64085.81,32525071311.0
2024-07-18 00:00:00+00:00,64085.82,65130.88,63222.6,63982.86,27239305337.0
2024-07-19 00:00:00+00:00,63977.64,67504.22,63289.15,66707.61,37003855410.0
2024-07-20 00:00:00+00:00,66707.61,67635.0,66271.0,67163.83,19029581250.0
2024-07-21 00:00:00+00:00,67163.82,68380.0,65820.18,68181.28,26652190004.0
2024-07-22 00:00:00+00:00,68181.16,68495.0,66569.42,67558.22,42649109453.0
2024-07-23 00:00:00+00:00,67560.03,67786.84,65444.3,65939.24,35605668666.0
2024-07-24 00:00:00+00:00,65939.24,67131.17,65090.61,65366.4,27470942309.0
2024-07-25 00:00:00+00:00,65358.86,66161.98,63412.46,65795.42,38315761670.0
2024-07-26 00:00:00+00:00,65795.52,68216.66,65705.6,67924.08,30488630457.0
2024-07-27 00:00:00+00:00,67921.46,69418.15,66635.28,67899.41,34691905492.0
2024-07-28 00:00:00+00:00,67901.81,68308.82,67021.8,68244.3,18043166945.0
2024-07-29 00:00:00+00:00,68244.3,70000.0,66400.01,66771.45,40780682628.0
