timestamp,open,high,low,close,volume
2025-07-08 00:00:00+00:00,621.35,622.11,619.52,620.34,59024600.0
2025-07-09 00:00:00+00:00,622.77,624.72,620.91,624.06,66113300.0
2025-07-10 00:00:00+00:00,624.2,626.87,623.01,625.82,57529000.0
2025-07-11 00:00:00+00:00,622.74,624.86,621.53,623.62,63670200.0
2025-07-14 00:00:00+00:00,623.16,625.16,621.8,624.81,51898500.0
2025-07-15 00:00:00+00:00,627.52,627.86,622.06,622.14,74317300.0
2025-07-16 00:00:00+00:00,623.74,624.73,618.05,624.22,88987500.0
2025-07-17 00:00:00+00:00,624.4,628.4,624.18,628.04,68885700.0
2025-07-18 00:00:00+00:00,629.3,629.47,626.46,627.58,65621600.0
2025-07-21 00:00:00+00:00,628.77,631.54,628.34,628.77,63375000.0
2025-07-22 00:00:00+00:00,629.1,629.73,626.19,628.86,60046300.0
2025-07-23 00:00:00+00:00,631.55,634.21,629.73,634.21,70511000.0
2025-07-24 00:00:00+00:00,634.6,636.15,633.99,634.42,71307100.0
2025-07-25 00:00:00+00:00,635.09,637.58,634.84,637.1,56865400.0
2025-07-28 00:00:00+00:00,637.48,638.04,635.54,636.94,54917100.0
2025-07-29 00:00:00+00:00,638.35,638.67,634.34,635.26,60556300.0
2025-07-30 00:00:00+00:00,635.92,637.68,631.54,634.46,80418900.0
2025-07-31 00:00:00+00:00,639.46,639.85,630.77,632.08,103385200.0
2025-08-01 00:00:00+00:00,626.3,626.34,619.29,621.72,140103600.0
2025-08-04 00:00:00+00:00,625.67,631.22,625.58,631.17,73218000.0
2025-08-05 00:00:00+00:00,631.79,632.61,627.04,627.97,68051400.0
2025-08-06 00:00:00+00:00,629.05,633.44,628.13,632.78,64357500.0
2025-08-07 00:00:00+00:00,636.24,636.98,629.11,632.25,74205800.0
2025-08-08 00:00:00+00:00,634.06,637.65,633.74,637.18,64051600.0
2025-08-11 00:00:00+00:00,637.46,638.95,634.66,635.92,58742300.0
2025-08-12 00:00:00+00:00,638.29,642.85,636.79,642.69,64730800.0
2025-08-13 00:00:00+00:00,644.91,646.19,642.68,644.89,60092800.0
2025-08-14 00:00:00+00:00,642.79,645.62,642.34,644.95,59327500.0
2025-08-15 00:00:00+00:00,645.99,646.09,642.52,643.44,68592500.0
2025-08-18 00:00:00+00:00,642.86,644.0,642.18,643.3,43804900.0
2025-08-19 00:00:00+00:00,643.12,644.11,638.48,639.81,69750700.0
2025-08-20 00:00:00+00:00,639.4,639.66,632.95,638.11,88890300.0
2025-08-21 00:00:00+00:00,636.28,637.97,633.81,635.55,54805800.0
2025-08-22 00:00:00+00:00,637.76,646.5,637.25,645.31,84083200.0
2025-08-25 00:00:00+00:00,644.04,645.29,642.35,642.47,51274332.0
2025-08-26 00:00:00+00:00,642.2,645.51,641.57,645.16,51581600.0
2025-08-27 00:00:00+00:00,644.57,647.37,644.42,646.63,48341100.0
2025-08-28 00:00:00+00:00,647.24,649.48,645.34,648.92,61519500.0
2025-08-29 00:00:00+00:00,647.47,647.84,643.14,645.05,74522200.0
2025-09-02 00:00:00+00:00,637.5,640.49,634.92,640.27,81983545.0
2025-09-03 00:00:00+00:00,642.67,644.21,640.46,643.74,70820900.0
2025-09-04 00:00:00+00:00,644.42,649.15,643.51,649.12,65219228.0
2025-09-05 00:00:00+00:00,651.48,652.21,643.33,647.24,85178935.0
2025-09-08 00:00:00+00:00,648.62,649.84,647.23,648.83,63133104.0
2025-09-09 00:00:00+00:00,648.97,650.86,647.22,650.33,66133900.0
2025-09-10 00:00:00+00:00,653.62,654.55,650.63,652.21,78034529.0
2025-09-11 00:00:00+00:00,654.18,658.33,653.59,657.63,69934400.0
2025-09-12 00:00:00+00:00,657.6,659.11,656.9,657.41,72780135.0
2025-09-15 00:00:00+00:00,659.64,661.04,659.34,660.91,63772412.0
2025-09-16 00:00:00+00:00,661.47,661.78,659.21,660.0,61169000.0
2025-09-17 00:00:00+00:00,660.01,661.72,654.3,659.18,101952244.0
2025-09-18 00:00:00+00:00,661.89,664.89,660.27,662.26,90459242.0
2025-09-19 00:00:00+00:00,662.33,664.55,660.37,663.7,97945620.0
2025-09-22 00:00:00+00:00,662.2,667.29,662.17,666.84,69452201.0
2025-09-23 00:00:00+00:00,666.72,667.34,661.98,663.21,81708900.0
2025-09-24 00:00:00+00:00,664.51,664.61,659.67,661.1,68082229.0
2025-09-25 00:00:00+00:00,657.94,659.41,654.41,658.05,89622100.0
2025-09-26 00:00:00+00:00,659.51,662.37,657.88,661.82,69179209.0
2025-09-29 00:00:00+00:00,664.36,665.28,661.86,663.68,73499015.0
2025-09-30 00:00:00+00:00,662.93,666.65,661.61,666.18,94151106.0
2025-10-01 00:00:00+00:00,663.17,669.37,663.06,668.45,72545400.0
2025-10-02 00:00:00+00:00,670.45,670.57,666.78,669.22,56896000.0
2025-10-03 00:00:00+00:00,669.99,672.68,668.16,669.21,70494400.0
2025-10-06 00:00:00+00:00,671.62,672.51,669.46,671.61,54623300.0
2025-10-07 00:00:00+00:00,672.54,672.99,667.67,669.12,72020100.0
2025-10-08 00:00:00+00:00,670.25,673.21,669.42,673.11,60702241.0
2025-10-09 00:00:00+00:00,673.53,673.94,669.21,671.16,66501941.0
2025-10-10 00:00:00+00:00,672.13,673.95,652.84,653.02,159422600.0
2025-10-13 00:00:00+00:00,660.65,665.13,659.77,663.04,79560517.0
2025-10-14 00:00:00+00:00,657.17,665.83,653.17,662.23,88779600.0
2025-10-15 00:00:00+00:00,666.82,670.23,658.93,665.17,81702600.0
2025-10-16 00:00:00+00:00,666.82,668.71,657.11,660.64,110563346.0
2025-10-17 00:00:00+00:00,659.5,665.76,658.14,664.39,96500900.0
2025-10-20 00:00:00+00:00,667.32,672.21,667.27,671.3,60493400.0
2025-10-21 00:00:00+00:00,671.44,672.99,669.98,671.29,56249034.0
2025-10-22 00:00:00+00:00,672.0,672.0,663.3,667.8,80564006.0
2025-10-23 00:00:00+00:00,668.12,672.71,667.8,671.76,65604500.0
2025-10-24 00:00:00+00:00,676.46,678.47,675.65,677.25,74356527.0
2025-10-27 00:00:00+00:00,682.73,685.54,682.12,685.24,63339800.0
2025-10-28 00:00:00+00:00,687.05,688.91,684.83,687.06,61738100.0
